quantile,L2,MSE,MAE,Spearman,Pearson,pert_id,n_batches_pert
0.1,3.2886342953097443,0.0016287824638258972,0.031237656153618266,0.6569177499762657,0.7122071907717815,ENSG00000001497,40
0.2,3.4809638803779195,0.001824866201098288,0.032968797289162965,0.6843715076358644,0.7268178734671156,ENSG00000001497,40
0.5,3.8018450057880813,0.0021768130104977404,0.03615198841545732,0.7220134627555638,0.7661715001276352,ENSG00000001497,40
0.8,4.324823294369621,0.002816888143293387,0.04109052000305801,0.7565549871084305,0.7981296050163833,ENSG00000001497,40
0.9,4.528779986253897,0.0030888329724711888,0.04302457891172956,0.7724966504462549,0.811534346486465,ENSG00000001497,40
0.99,4.67197300650879,0.0032872611505493344,0.044359140004398744,0.7930589822733285,0.831899454402923,ENSG00000001497,40
0.995,4.717096016100177,0.00335136627170981,0.04483946875971939,0.7956886726526967,0.835521475064976,ENSG00000001497,40
0.1,6.331985120645208,0.0060387764553636245,0.05936767138303542,0.694642442022204,0.7188601095812593,ENSG00000003509,17
0.2,6.441679919746339,0.006249283209080985,0.060654164729265145,0.7069595050854381,0.7289205257495676,ENSG00000003509,17
0.5,6.709046524705505,0.006778811085188217,0.06270296160907513,0.7137943758132946,0.7439466123720611,ENSG00000003509,17
0.8,8.34674940493236,0.01049223946605526,0.0790406743478353,0.739961422281932,0.763143882333484,ENSG00000003509,17
0.9,8.49467803348802,0.010870856137877034,0.080105682793606,0.7627713789178177,0.7867161380566576,ENSG00000003509,17
0.99,8.973524795569494,0.01212713061767314,0.08446372898842806,0.7634501898056834,0.7908760695457848,ENSG00000003509,17
0.995,8.974576016625686,0.01212997225987699,0.08447326689983133,0.7635888371859466,0.7908925998067208,ENSG00000003509,17
0.1,3.0394790895380197,0.0013913480348112456,0.02902277679436324,0.6183271130258413,0.6890948675424522,ENSG00000004779,45
0.2,3.1375695521671143,0.0014825852174692932,0.029829741494994177,0.6523725339869794,0.7217025058990096,ENSG00000004779,45
0.5,3.560599317028293,0.0019093174235039804,0.03377052995709356,0.7001237025499127,0.7652039759193571,ENSG00000004779,45
0.8,3.772737072290187,0.0021436857649463166,0.03556363917480517,0.732193728544068,0.7932160875177645,ENSG00000004779,45
0.9,4.044140627635235,0.0024631159383696104,0.03829437412564901,0.7411180099804744,0.8037890513625818,ENSG00000004779,45
0.99,4.61589164119914,0.003208815666107971,0.04384723908436796,0.7648269503586981,0.828067860229004,ENSG00000004779,45
0.995,4.6604942947579,0.0032714211834349153,0.044418373650174606,0.7653881014054713,0.8294290785042986,ENSG00000004779,45
0.1,2.144502027790229,0.0006926038880322913,0.02031048959900472,0.607782967318406,0.6599290865962407,ENSG00000004897,48
0.2,2.195832217588342,0.0007261565133146956,0.02086244230939777,0.6246603680100193,0.6795078917734971,ENSG00000004897,48
0.5,2.3312179206177723,0.000818460403857693,0.022117125241327598,0.6474037980876457,0.7056362051904452,ENSG00000004897,48
0.8,2.5125823592176837,0.0009507635910020797,0.023793733863206972,0.6747746426872393,0.7342234652751516,ENSG00000004897,48
0.9,2.5964518055191967,0.0010152959031933747,0.02441844113163752,0.6789965493253665,0.741258165387514,ENSG00000004897,48
0.99,2.734049740835966,0.0011257593361643377,0.025442146264936495,0.7078466454712374,0.7675859517738125,ENSG00000004897,48
