quantile,L2,MSE,MAE,Spearman,Pearson,pert_id,n_batches_pert
0.1,3.3135789634715036,0.0016535952895663523,0.03163845519533934,0.5820170187174823,0.6113566420086379,ENSG00000001084,54
0.2,3.478558951640683,0.0018223453441052802,0.033025673538858276,0.605823581707903,0.6251888418394724,ENSG00000001084,54
0.5,3.8113305879166512,0.0021877022940539983,0.036285934684573924,0.63986559460648,0.6651841908918068,ENSG00000001084,54
0.8,4.111712367636783,0.002546111240882456,0.03911339317337913,0.6744932052080951,0.7014054923267188,ENSG00000001084,54
0.9,4.4620193110452835,0.002999141032464175,0.042095316349923445,0.6826130833620597,0.713202919082638,ENSG00000001084,54
0.99,4.956083195420795,0.003699210980893734,0.047056363672649655,0.7062911294627172,0.7374418978346381,ENSG00000001084,54
0.995,4.958683531840249,0.0037030947691708105,0.04716387627834331,0.7077436559038947,0.7379322009205262,ENSG00000001084,54
0.1,3.583451664144644,0.001933904695615571,0.03403321802780378,0.7427623456681467,0.8100080390496491,ENSG00000001497,54
0.2,3.7008207995926683,0.0020626623447503093,0.035135389207251476,0.7536413746624165,0.8218322674431812,ENSG00000001497,54
0.5,3.943649658413298,0.0023422364658986046,0.037256897236233925,0.7848520118778692,0.846872162675713,ENSG00000001497,54
0.8,4.455263208286869,0.002989363088739068,0.04229738781019501,0.8105942222032501,0.8687688350701563,ENSG00000001497,54
0.9,4.738889746369162,0.0033820903777029643,0.04468051155851055,0.8157268584242111,0.8734444734490322,ENSG00000001497,54
0.99,4.887371896209216,0.0035973500081174815,0.04609613884756413,0.822887362223695,0.8793315474092445,ENSG00000001497,54
0.995,4.887596838763371,0.0035976811611311828,0.04612513767906981,0.8240509220921662,0.8799376910634721,ENSG00000001497,54
0.1,5.255174243790482,0.004159166323563272,0.049794665235436755,0.666124189163691,0.7117549877137368,ENSG00000003509,28
0.2,5.420383152484127,0.0044247822132909955,0.051731124258667695,0.6918020391472067,0.7219864016979869,ENSG00000003509,28
0.5,6.211238198276313,0.005810166736464634,0.058776959026145326,0.7248461393774654,0.7614768961401237,ENSG00000003509,28
0.8,7.101683568419217,0.007595469884162932,0.06692920489603547,0.7792201216198396,0.8108613538544613,ENSG00000003509,28
0.9,7.524000626704955,0.00852569426295742,0.07009821357970779,0.7868247648859539,0.8170989210269323,ENSG00000003509,28
0.99,8.383385619636218,0.010584530642626726,0.078651193011772,0.8172870344214941,0.8423714034086667,ENSG00000003509,28
0.995,8.439894318726717,0.010728173773208958,0.07913995592211667,0.8193587888318526,0.8439036330529616,ENSG00000003509,28
0.1,3.4057412227814305,0.001746865629386551,0.03207001910285649,0.6624606157220353,0.714355841599053,ENSG00000004487,53
0.2,3.520668708932028,0.0018667353395156222,0.033168593153764074,0.6861410749052175,0.74037162601013,ENSG00000004487,53
0.5,3.7013489786663403,0.0020632527497384655,0.03514529256431176,0.7106166852058078,0.7653686046947952,ENSG00000004487,53
0.8,4.043718768782925,0.002462658763045469,0.03813498172640379,0.7309515101350559,0.7808779746901507,ENSG00000004487,53
0.9,4.155494352555457,0.0026006251928091576,0.0391222438634993,0.7421970454265754,0.7929856386507543,ENSG00000004487,53
0.99,4.40965306100231,0.002928470091747397,0.040898328703386465,0.7526667642339488,0.7991316904040587,ENSG00000004487,53
0.995,4.415305245776352,0.0029359868984895673,0.04116589756683982,0.7562620467790669,0.8022691093566672,ENSG00000004487,53
0.1,3.1474225242694107,0.00149190953660717,0.0300047652965839,0.7053481611137011,0.7831946728790798,ENSG00000004779,55
0.2,3.2399860965268554,0.0015809549159481024,0.03078429582277476,0.7271792564961305,0.79616390808231,ENSG00000004779,55
0.5,3.4671906775734245,0.0018104546800954003,0.0327466725271465,0.7524718953002062,0.8185411892356032,ENSG00000004779,55
0.8,3.6499214362396306,0.00200632170217598,0.03457843195957614,0.7768373226233989,0.8427856575470276,ENSG00000004779,55
0.9,3.735540867675171,0.002101546337798417,0.035514877709317764,0.7867971683938545,0.8516306089972997,ENSG00000004779,55
0.99,3.8439965885715437,0.002225348156023547,0.03639398733438879,0.7985640362008206,0.8633497212767518,ENSG00000004779,55
0.995,3.851002329470695,0.002233474249023736,0.036501860699224335,0.8023234087598788,0.8659473459019247,ENSG00000004779,55
0.1,7.475655370766187,0.00845178655785863,0.07026926593281597,0.6499730413759723,0.6662536219873804,ENSG00000004897,10
0.2,7.742104508385079,0.009027135901288941,0.07306105622553542,0.6674368729874663,0.6890413298876203,ENSG00000004897,10
0.5,9.755140674106803,0.014331752377855497,0.09248990504909865,0.6878214517026155,0.7073715635197769,ENSG00000004897,10
0.8,10.845450533679463,0.017714699517874907,0.10182446235008616,0.7721296210244043,0.7916837504153295,ENSG00000004897,10
0.9,11.245503120144212,0.019145374314943432,0.10472949064138429,0.7921400011535553,0.8119546699497834,ENSG00000004897,10
0.99,13.718547182357556,0.028343153159332276,0.1281712194367116,0.8645462876426067,0.8773822535820561,ENSG00000004897,10
0.995,13.720677686284454,0.028351957952055574,0.128238070695365,0.8645724677775926,0.8774399855738345,ENSG00000004897,10
0.1,6.158813458463327,0.005713160310019868,0.057953972422812625,0.720244027635052,0.7751643383514035,ENSG00000005007,14
0.2,7.537779805089161,0.00858071587494647,0.07167774845281788,0.7606840660889901,0.8142478711221045,ENSG00000005007,14
0.5,8.405927557137527,0.010641508755369629,0.0795695681778809,0.8120012050211904,0.8483102393337786,ENSG00000005007,14
0.8,9.817811434052732,0.014516595060266398,0.09397401087356085,0.8582779148029372,0.8871829673778121,ENSG00000005007,14
0.9,10.568866512401272,0.016855369962689003,0.09986799932669574,0.8671379132951453,0.8964347725415654,ENSG00000005007,14
0.99,12.36687294538235,0.023033064386368013,0.11576897773210815,0.9190694033076545,0.9416225350046209,ENSG00000005007,14
0.995,12.372038870179363,0.023052315215532367,0.11595460097666895,0.9219592567324721,0.9439207605716821,ENSG00000005007,14
0.1,3.9977087576110697,0.002407090608671666,0.03792927647805606,0.6362441209411341,0.7081364408404658,ENSG00000005100,46
0.2,4.206346725882564,0.002664662662435095,0.0399662198831785,0.6464470570891968,0.7175027361523326,ENSG00000005100,46
0.5,4.533493659391432,0.003095269080339358,0.04305475395900628,0.693210246461283,0.7540234634267771,ENSG00000005100,46
0.8,5.0985760663081505,0.003914989176471498,0.04835897372407352,0.7130075040335061,0.779154430556428,ENSG00000005100,46
0.9,5.243259347285195,0.00414032773710224,0.04949510842011606,0.7301749572855816,0.7922225481016903,ENSG00000005100,46
0.99,5.570550096851478,0.004673347742332359,0.05267903174094933,0.7993106457590431,0.8489305708488598,ENSG00000005100,46
0.995,5.574491160492836,0.004679964991592292,0.052771050040369326,0.7997254650249815,0.8497035396494833,ENSG00000005100,46
0.1,5.126174721124778,0.003959564562230632,0.04811057096375747,0.7647697883821244,0.8184087868974722,ENSG00000005175,36
0.2,5.395946715509957,0.004384976061090054,0.05127124604314198,0.7809783900192528,0.8312411991944448,ENSG00000005175,36
0.5,5.6871214752583,0.004870995490651873,0.05371959471808754,0.8118393963745105,0.8619734117005944,ENSG00000005175,36
0.8,6.436845884108194,0.006240317020549722,0.06151116625464173,0.8355994847120041,0.8828115540932726,ENSG00000005175,36
0.9,6.906858856214583,0.007184463052314208,0.06580372969226193,0.851515531239541,0.8923543212788929,ENSG00000005175,36
0.99,7.329479524016404,0.008090569783139304,0.07009003573565896,0.8831261307384115,0.9169332146082814,ENSG00000005175,36
0.995,7.382426289394748,0.008208294866241772,0.07048610998521722,0.8843640563584427,0.9176547476223518,ENSG00000005175,36
0.1,3.651111939309706,0.002007623556108752,0.03449746483419426,0.686707159464387,0.741926303810882,ENSG00000005194,52
